recency_days,frequency,monetary,avg_order_value,num_returns,email_open_rate,days_since_signup,churned
235,27,4764.98,176.48,0,0.16,614,1
321,12,1458.95,121.58,7,0.52,1503,1
317,27,4957.03,183.59,6,0.08,36,1
324,41,4823.67,117.65,5,0.99,1181,0
356,16,4206.71,262.92,9,0.25,711,1
238,44,884.33,20.1,6,0.07,635,1
223,23,1360.03,59.13,3,0.45,1542,1
43,44,1012.97,23.02,8,0.18,1750,0
231,5,4124.7,824.94,4,0.04,1449,1
319,30,2632.53,87.75,8,0.96,843,1
296,38,1045.51,27.51,5,0.16,1002,1
328,18,2736.73,152.04,6,0.61,743,1
62,31,2439.03,78.68,3,0.65,640,0
74,25,1685.64,67.43,4,0.37,1804,1
313,21,1948.11,92.77,2,0.17,1011,1
343,44,4374.66,99.42,0,0.86,1557,1
192,8,4420.51,552.56,3,0.9,63,1
321,34,2961.2,87.09,7,0.25,622,1
249,2,3297.87,1648.94,2,0.97,446,1
75,41,4989.51,121.7,9,0.39,605,0
185,22,3666.28,166.65,5,0.45,1090,1
144,5,4592.06,918.41,8,0.09,340,1
288,13,3630.57,279.27,4,0.29,1385,1
123,26,2538.02,97.62,3,0.15,798,0
64,30,1868.16,62.27,2,0.56,1507,0
182,40,3256.59,81.41,7,0.43,1184,0
181,43,4139.72,96.27,0,0.25,735,0
324,27,4371.03,161.89,3,0.06,271,1
3,9,1418.1,157.57,0,0.1,155,1
319,15,1924.95,128.33,7,0.39,505,1
77,35,1983.43,56.67,1,0.97,1014,0
64,18,4029.64,223.87,1,0.87,255,0
153,24,4237.9,176.58,4,0.95,331,1
201,4,4140.37,1035.09,3,0.82,681,1
339,33,968.07,29.34,9,0.29,1733,1
195,44,837.92,19.04,4,0.49,492,0
53,46,2849.02,61.94,0,0.22,751,0
164,35,1279.97,36.57,8,0.07,147,1
336,5,425.4,85.08,7,1.0,1138,1
261,45,4620.21,102.67,3,0.99,1643,0
80,23,472.45,20.54,6,0.46,1525,0
236,8,2120.07,265.01,3,0.52,599,1
268,3,4195.98,1398.66,8,0.85,1181,1
101,12,4820.47,401.71,7,0.3,425,1
193,4,969.17,242.29,6,0.67,661,1
127,27,1437.57,53.24,5,0.97,302,0
66,33,2762.04,83.7,1,0.56,816,0
324,5,830.78,166.16,2,0.04,1804,1
117,35,4491.38,128.33,3,0.89,115,0
119,31,2858.32,92.2,0,0.38,747,0
37,39,1370.6,35.14,0,0.58,1103,0
162,16,92.04,5.75,3,0.4,962,0
235,4,3541.18,885.3,3,0.16,1024,1
355,9,2360.51,262.28,7,0.12,1487,1
283,13,1933.06,148.7,9,0.13,916,1
313,17,3527.36,207.49,8,0.33,293,1
360,24,1597.49,66.56,4,0.35,507,1
255,47,861.51,18.33,2,0.16,621,1
313,32,4662.26,145.7,7,0.23,1624,1
111,30,2265.17,75.51,9,0.22,1534,1
261,42,348.92,8.31,2,0.98,1271,0
229,31,2762.42,89.11,9,0.96,632,0
165,7,2533.25,361.89,5,0.76,730,0
234,38,4857.95,127.84,9,0.37,1092,1
263,30,2555.9,85.2,2,0.33,174,1
150,41,3734.06,91.07,9,0.69,771,0
307,34,3157.76,92.88,5,0.38,1343,1
14,29,1622.62,55.95,6,0.83,1610,0
118,4,1480.4,370.1,8,0.54,1068,1
134,23,2063.78,89.73,3,0.77,1361,0
303,12,4674.35,389.53,6,0.39,491,1
185,5,563.66,112.73,1,0.56,1170,1
340,34,4263.96,125.41,5,0.65,40,1
346,38,4063.63,106.94,8,1.0,936,1
167,5,3481.64,696.33,5,0.56,1594,1
265,12,3496.49,291.37,8,0.44,632,1
90,41,1053.18,25.69,1,0.42,479,0
40,8,4776.22,597.03,2,0.83,1791,0
179,35,2164.34,61.84,9,0.05,1314,1
110,46,1696.93,36.89,6,0.77,307,0
267,45,3791.09,84.25,1,0.08,1388,1
190,33,3960.61,120.02,4,0.24,1327,1
50,49,1173.62,23.95,5,0.11,929,0
165,30,4559.33,151.98,9,0.02,1593,1
147,44,1708.47,38.83,2,0.93,1171,0
2,34,2325.55,68.4,2,0.49,1804,0
199,18,935.59,51.98,7,0.18,827,1
341,18,2189.99,121.67,5,0.03,1055,1
327,36,3666.79,101.86,0,0.39,629,1
330,44,270.32,6.14,7,0.2,1213,1
326,18,1106.71,61.48,6,0.71,1567,1
337,25,3619.68,144.79,2,0.26,743,1
36,12,1729.44,144.12,7,0.62,927,1
156,27,980.65,36.32,3,0.71,155,0
199,10,326.33,32.63,9,0.81,1052,1
304,17,2657.36,156.32,1,0.57,75,1
136,5,451.02,90.2,0,0.99,1458,0
258,48,1168.26,24.34,9,0.74,115,0
285,23,2482.37,107.93,3,0.56,138,1
187,25,120.73,4.83,4,0.21,1310,1
88,18,1819.67,101.09,4,0.18,61,1
29,2,93.58,46.79,5,0.45,1284,1
162,26,2147.32,82.59,8,0.67,344,1
62,44,604.8,13.75,7,0.75,1748,0
235,21,3111.07,148.15,9,0.35,108,1
87,21,2858.07,136.1,3,0.35,146,0
320,26,2041.42,78.52,2,0.81,1122,1
327,29,2860.55,98.64,1,0.9,358,1
305,31,1600.69,51.64,4,0.33,431,1
243,14,720.72,51.48,7,0.74,1448,1
43,10,3161.56,316.16,1,0.81,283,0
358,2,2716.84,1358.42,5,0.15,1464,1
24,2,4064.21,2032.1,8,0.36,1074,1
207,5,724.09,144.82,3,0.61,1574,1
293,44,281.86,6.41,7,1.0,890,0
31,15,3128.06,208.54,5,0.61,859,0
181,40,1540.93,38.52,9,0.25,142,0
174,41,3082.58,75.18,7,0.06,1035,1
72,45,22.52,0.5,7,0.98,893,0
41,49,3168.42,64.66,2,0.44,371,0
332,23,687.46,29.89,9,0.25,613,1
329,6,2352.92,392.15,2,0.14,1027,1
35,41,1093.86,26.68,7,0.08,793,0
102,32,2196.25,68.63,0,0.07,535,0
143,24,3652.29,152.18,0,0.29,1191,0
72,46,3045.38,66.2,3,0.68,786,0
25,24,1532.06,63.84,1,0.56,1439,0
187,16,3486.47,217.9,1,0.14,181,1
161,17,3366.22,198.01,4,0.56,868,1
294,46,4018.27,87.35,3,0.28,174,1
108,21,2173.09,103.48,4,0.56,1580,0
186,23,3151.56,137.02,8,0.45,212,1
115,37,4916.06,132.87,8,0.6,386,0
14,17,1466.19,86.25,0,0.86,1150,0
265,6,1509.53,251.59,7,0.74,209,1
271,40,3613.96,90.35,7,0.78,156,1
242,34,4773.38,140.39,9,0.51,246,1
13,5,1836.59,367.32,3,0.74,1014,0
254,10,4397.12,439.71,2,0.42,597,1
220,24,1397.91,58.25,0,0.45,433,1
161,15,1763.16,117.54,9,0.81,571,1
225,10,4897.98,489.8,2,0.54,195,1
41,45,1561.09,34.69,9,0.53,46,0
76,23,3517.23,152.92,8,0.9,817,0
47,1,2344.54,2344.54,5,0.31,1162,1
163,26,1160.75,44.64,4,0.14,632,1
326,16,109.28,6.83,9,0.56,652,1
3,31,3281.53,105.86,5,0.23,815,0
163,8,4797.82,599.73,7,0.49,1322,1
104,7,123.44,17.63,7,0.09,50,1
342,8,3742.54,467.82,5,0.5,1701,1
226,40,973.8,24.34,5,0.65,667,0
81,43,4289.11,99.75,9,0.97,1122,0
104,46,2356.37,51.23,7,0.66,1458,0
212,10,1703.19,170.32,9,0.26,1769,1
18,44,665.84,15.13,3,0.8,534,0
25,7,1700.87,242.98,3,0.4,1804,0
246,29,4402.1,151.8,1,0.26,1014,1
293,14,2001.59,142.97,4,0.55,1322,1
271,34,826.51,24.31,7,0.77,226,1
63,17,4745.52,279.15,3,0.76,250,0
315,45,1020.21,22.67,5,0.56,974,1
82,27,3316.87,122.85,6,0.0,1612,0
319,6,2017.85,336.31,8,0.24,1569,1
108,22,884.71,40.21,9,0.18,1671,1
181,35,1388.69,39.68,8,0.74,671,1
349,28,2891.29,103.26,7,0.98,809,1
149,28,4296.91,153.46,5,0.38,612,1
244,24,3149.09,131.21,2,0.79,297,0
214,36,1894.18,52.62,9,0.57,41,1
28,39,3983.29,102.14,0,0.62,1791,0
289,10,244.09,24.41,4,0.74,240,1
131,42,1972.09,46.95,0,0.75,51,0
174,15,3925.68,261.71,6,0.2,1354,1
111,5,4798.55,959.71,5,0.61,1727,1
363,45,4792.89,106.51,4,0.63,1225,1
201,3,1577.54,525.85,9,0.41,969,1
233,5,3157.64,631.53,1,0.31,84,1
191,32,2936.43,91.76,7,0.27,1161,1
113,46,576.07,12.52,2,0.96,1563,0
214,20,941.47,47.07,3,0.67,780,1
289,36,4963.59,137.88,0,0.18,1413,1
35,38,1989.54,52.36,4,0.05,719,0
55,13,2419.58,186.12,0,0.4,47,0
60,46,4439.65,96.51,6,0.41,1675,0
341,35,3569.9,102.0,1,0.58,382,1
210,38,4296.02,113.05,0,0.83,380,0
124,45,1371.37,30.47,3,0.32,1746,0
73,1,1280.23,1280.23,4,0.64,929,1
250,10,4083.68,408.37,4,0.29,577,1
192,1,4628.32,4628.32,7,0.84,1433,1
228,34,3392.14,99.77,1,0.02,1725,1
261,30,1571.25,52.38,0,0.36,1111,1
35,48,1996.46,41.59,0,0.54,101,0
248,28,2469.47,88.2,7,0.8,1068,0
263,13,3244.97,249.61,8,0.37,426,1
101,36,1473.62,40.93,5,0.72,632,0
114,45,1526.9,33.93,2,0.81,379,0
216,6,4865.79,810.96,8,0.3,1195,1
139,7,3773.62,539.09,2,0.72,1725,1
339,10,2220.84,222.08,6,0.24,288,1
36,36,2125.44,59.04,4,0.99,1449,0
62,20,228.18,11.41,2,0.76,1752,0
295,3,4939.59,1646.53,2,0.77,919,1
248,46,2418.86,52.58,0,0.23,30,0
314,26,2408.08,92.62,5,0.87,692,1
9,11,976.42,88.77,8,0.76,228,0
49,3,3088.67,1029.56,4,0.03,532,1
305,29,4982.97,171.83,6,0.18,1370,1
296,48,3309.87,68.96,6,0.11,820,1
301,14,4805.74,343.27,4,0.49,945,1
327,42,4049.81,96.42,1,0.59,819,1
84,12,4888.37,407.36,2,0.82,1685,0
36,43,597.91,13.9,6,0.87,1224,0
108,33,2178.72,66.02,4,0.17,1658,0
364,46,4178.91,90.85,3,0.32,1360,1
189,27,1108.27,41.05,5,0.46,1667,1
2,36,3029.14,84.14,2,0.82,1271,0
271,10,952.03,95.2,7,0.24,1205,1
307,15,2451.13,163.41,0,0.87,111,1
45,46,2538.58,55.19,8,0.85,1727,0
204,49,1309.52,26.72,2,0.91,777,0
272,32,3286.51,102.7,8,0.42,379,1
349,18,245.32,13.63,1,0.3,686,1
221,21,3466.79,165.09,1,0.94,59,0
124,43,2620.98,60.95,1,0.4,1098,0
332,38,719.55,18.94,7,0.41,1529,1
132,37,1059.71,28.64,9,0.49,929,0
231,29,602.02,20.76,8,0.05,1254,1
306,32,4322.84,135.09,2,0.93,1739,1
194,39,4144.28,106.26,5,0.22,1781,1
259,33,3305.09,100.15,8,0.44,1623,1
307,43,3300.18,76.75,1,0.3,1729,1
219,1,4392.44,4392.44,4,0.46,1301,1
153,8,2785.16,348.14,2,0.69,418,1
235,29,92.2,3.18,1,0.85,464,0
146,32,4232.25,132.26,5,0.39,1697,1
249,5,779.82,155.96,1,1.0,1742,1
30,14,749.46,53.53,8,0.13,1255,1
18,49,4320.62,88.18,6,0.31,233,0
173,42,4771.45,113.61,8,0.33,658,0
43,11,478.09,43.46,0,0.31,479,0
266,4,1152.71,288.18,3,0.63,918,1
66,42,3834.18,91.29,0,0.12,104,0
182,30,3095.28,103.18,1,0.51,1570,0
65,39,3092.23,79.29,7,0.54,1072,0
336,1,933.11,933.11,2,0.37,1362,1
307,33,263.2,7.98,4,0.18,116,1
1,15,990.45,66.03,6,0.37,1238,0
144,29,1075.2,37.08,0,0.5,39,0
343,38,4318.34,113.64,7,0.56,1141,1
179,21,2014.4,95.92,6,0.28,948,1
308,39,1296.99,33.26,5,0.02,1741,1
33,38,4935.83,129.89,6,0.47,415,0
157,12,3002.86,250.24,9,0.48,1010,1
317,20,2968.88,148.44,5,0.11,1230,1
71,42,4921.78,117.19,9,0.36,1514,0
4,37,382.65,10.34,8,0.11,639,0
268,25,1146.44,45.86,9,0.95,255,1
31,9,1731.12,192.35,5,0.94,518,0
110,1,1992.49,1992.49,3,0.14,1160,1
296,41,313.85,7.65,0,0.13,1148,1
325,43,4238.22,98.56,2,0.71,444,1
48,38,3981.62,104.78,0,0.06,1016,0
181,27,3584.4,132.76,2,0.61,1547,1
289,38,4331.43,113.99,3,0.03,1567,1
143,10,1613.56,161.36,5,0.13,461,1
128,21,297.25,14.15,9,0.74,240,1
198,18,2478.76,137.71,6,0.24,1758,1
283,35,337.33,9.64,8,0.57,1132,1
15,45,761.08,16.91,7,0.18,966,0
19,25,4058.0,162.32,2,0.87,1818,0
39,22,639.85,29.08,5,0.86,1130,0
125,14,1349.3,96.38,2,0.8,1811,1
102,12,2782.71,231.89,9,0.22,1546,1
176,24,4374.01,182.25,8,0.03,1118,1
110,8,4493.75,561.72,6,0.31,184,1
228,20,4915.18,245.76,5,0.9,542,1
118,42,306.07,7.29,8,0.07,267,1
305,8,4377.29,547.16,5,1.0,1709,1
113,12,1946.99,162.25,2,0.15,540,1
89,1,448.68,448.68,6,0.54,924,1
314,17,751.29,44.19,4,0.94,151,1
240,33,3932.72,119.17,3,0.76,699,1
18,49,2717.87,55.47,9,0.88,615,0
56,37,2563.0,69.27,1,0.08,1080,0
18,15,1655.96,110.4,7,0.66,1127,0
290,16,4317.24,269.83,2,0.74,1664,1
229,20,436.91,21.85,0,0.98,634,1
340,49,1027.79,20.98,7,0.61,1514,0
120,17,2004.77,117.93,8,0.94,833,1
18,11,3695.93,335.99,8,0.52,800,0
168,44,3742.86,85.06,9,0.17,1276,0
30,30,1051.87,35.06,6,0.03,258,0
53,23,129.9,5.65,7,0.62,76,0
287,40,1565.8,39.14,7,0.81,613,0
138,20,1447.04,72.35,6,0.85,455,1
321,36,3426.19,95.17,6,0.34,799,1
188,16,1465.05,91.57,7,0.0,202,1
236,20,2164.58,108.23,8,0.43,1036,1
304,38,3961.91,104.26,2,0.41,1271,1
168,42,2541.77,60.52,1,0.83,919,0
117,37,2427.24,65.6,8,0.69,1449,0
280,37,237.4,6.42,9,0.31,178,1
303,17,3039.47,178.79,6,0.68,1424,1
110,13,1156.45,88.96,2,0.96,566,0
300,29,1403.26,48.39,8,0.46,124,1
361,37,495.28,13.39,4,0.15,105,1
71,40,3289.55,82.24,9,0.42,1504,0
309,17,2580.16,151.77,0,0.79,1229,1
32,13,3593.56,276.43,6,0.62,297,0
323,13,3035.75,233.52,7,0.46,1482,1
325,18,4486.44,249.25,3,0.46,1506,1
312,19,2377.61,125.14,0,0.11,811,1
127,46,3180.67,69.14,5,0.66,935,0
340,20,4425.28,221.26,1,0.37,683,1
202,2,3471.14,1735.57,0,0.06,1715,1
24,1,2324.35,2324.35,9,0.13,212,1
310,11,4778.89,434.44,6,0.09,1111,1
331,13,4355.31,335.02,2,0.12,354,1
111,4,2842.53,710.63,5,0.34,1055,1
91,34,4967.15,146.09,9,0.49,1724,0
208,46,2753.76,59.86,4,0.67,133,0
131,19,1121.68,59.04,3,0.68,792,1
233,15,2788.5,185.9,1,0.48,707,1
135,32,4811.76,150.37,2,0.62,1070,0
80,26,116.96,4.5,9,0.28,540,0
85,33,1336.32,40.49,3,1.0,1629,0
240,43,3582.43,83.31,9,0.33,825,1
160,48,4963.98,103.42,9,0.38,756,0
6,13,4125.47,317.34,0,0.18,465,1
185,21,831.49,39.59,4,0.97,1822,0
287,5,158.54,31.71,4,0.69,48,1
55,30,44.68,1.49,4,0.96,616,0
89,15,1768.8,117.92,5,0.87,983,1
131,36,1793.62,49.82,9,0.52,431,0
338,25,3423.05,136.92,8,0.85,1781,1
127,34,1688.78,49.67,0,0.07,140,1
305,24,4703.57,195.98,8,0.75,1125,1
246,27,1946.0,72.07,2,0.87,419,0
362,31,929.04,29.97,5,0.94,1414,1
212,39,3842.72,98.53,9,0.17,1221,1
116,7,12.59,1.8,9,0.63,97,1
261,33,2990.17,90.61,5,0.26,963,1
33,23,4287.62,186.42,5,0.5,1381,0
286,33,2066.06,62.61,8,0.32,664,1
86,32,4831.24,150.98,0,0.59,162,0
243,15,3162.61,210.84,3,0.79,547,1
212,22,2902.73,131.94,0,0.58,88,0
88,39,2118.59,54.32,2,0.52,828,0
176,31,928.97,29.97,3,0.04,348,1
183,28,457.01,16.32,7,0.05,980,1
280,41,4407.65,107.5,8,0.55,1011,1
170,42,487.79,11.61,3,0.37,1457,0
22,3,2935.12,978.37,9,0.57,1445,1
27,8,77.65,9.71,0,0.24,1236,0
242,36,4483.53,124.54,5,0.7,1420,0
326,20,2065.08,103.25,5,0.02,1217,1
159,49,3250.42,66.34,8,0.2,1312,1
34,35,1344.82,38.42,5,0.82,205,0
63,11,268.42,24.4,3,0.75,242,0
356,45,601.7,13.37,2,0.66,90,0
257,6,4624.48,770.75,7,0.55,149,1
12,43,222.55,5.18,7,0.75,1296,0
95,38,3375.87,88.84,3,0.89,465,0
266,30,4461.66,148.72,4,0.8,551,1
230,5,1573.02,314.6,1,0.0,1259,1
105,37,4233.63,114.42,2,0.15,501,0
254,25,876.86,35.07,4,0.16,844,1
330,21,87.82,4.18,8,0.06,706,1
328,31,3727.01,120.23,6,0.81,1039,1
300,9,2593.21,288.13,3,0.72,187,1
129,32,3201.39,100.04,4,0.24,948,0
10,24,1574.34,65.6,0,0.09,735,0
143,26,3001.96,115.46,2,0.05,253,1
8,47,322.37,6.86,4,0.11,130,0
208,18,3000.42,166.69,1,0.43,782,1
220,19,2807.0,147.74,8,0.05,1213,1
125,42,2511.43,59.8,1,0.83,1479,0
55,26,449.09,17.27,7,0.8,36,0
191,48,83.38,1.74,4,0.33,833,0
6,47,1524.84,32.44,7,0.04,174,0
101,11,2638.06,239.82,1,0.27,1395,1
353,5,3866.14,773.23,6,0.34,900,1
333,10,626.81,62.68,0,0.97,497,1
231,3,3861.86,1287.29,7,0.75,758,1
137,40,1980.27,49.51,0,0.16,1236,0
4,31,1079.03,34.81,2,0.22,1246,0
237,7,2140.32,305.76,4,0.82,592,1
179,18,2888.22,160.46,5,0.68,1473,0
260,2,3581.98,1790.99,6,0.78,63,1
58,33,2323.56,70.41,1,0.27,1048,0
303,42,3592.59,85.54,1,0.4,54,1
294,20,3441.32,172.07,3,0.43,1514,1
156,37,4467.43,120.74,5,0.95,521,0
11,26,2328.84,89.57,5,0.23,1299,0
170,34,3164.64,93.08,5,0.19,447,1
136,48,1972.11,41.09,0,0.58,1046,0
277,20,3135.59,156.78,3,0.93,996,0
87,23,3037.43,132.06,2,0.88,1785,0
7,19,817.2,43.01,7,0.82,438,0
358,34,2215.29,65.16,9,0.86,697,1
88,21,4386.55,208.88,4,0.86,1495,0
29,49,1206.18,24.62,5,0.04,1664,0
312,32,2963.73,92.62,0,0.1,1309,1
263,20,2306.53,115.33,9,0.46,1330,1
98,22,4015.01,182.5,9,0.22,586,1
175,1,4071.16,4071.16,3,0.52,469,1
251,25,2237.26,89.49,1,0.94,1207,1
298,35,1445.24,41.29,3,0.62,718,1
136,11,1534.64,139.51,4,0.18,436,1
78,32,3393.88,106.06,4,0.88,631,0
6,28,2701.73,96.49,4,0.38,183,0
312,18,4757.73,264.32,2,0.4,1143,1
297,40,4476.43,111.91,8,0.97,124,1
346,36,2349.63,65.27,5,0.72,1125,1
273,10,190.89,19.09,0,0.19,1182,1
78,38,1632.13,42.95,6,0.53,565,0
88,12,2791.21,232.6,5,0.22,1234,1
89,12,3214.49,267.87,8,0.15,1013,1
167,27,4165.1,154.26,7,0.85,320,1
351,10,2776.41,277.64,5,0.45,594,1
252,3,2671.9,890.63,1,0.97,384,1
159,34,4346.68,127.84,7,0.5,1088,1
269,38,4703.7,123.78,3,0.89,126,0
305,21,1496.47,71.26,7,0.53,528,1
147,16,2845.64,177.85,3,0.75,759,0
307,7,3694.03,527.72,9,0.24,1609,1
7,38,1947.44,51.25,8,0.82,1063,0
114,6,4707.73,784.62,1,0.83,526,1
62,28,1910.86,68.24,1,0.02,789,0
66,1,2802.17,2802.17,6,0.67,371,0
74,29,113.68,3.92,8,0.89,670,0
134,4,2543.44,635.86,8,0.7,1294,1
264,6,2048.67,341.44,7,0.96,493,1
216,33,169.61,5.14,9,0.19,1649,1
161,16,1072.72,67.04,8,0.03,289,1
181,46,4542.32,98.75,5,0.26,1281,0
67,31,3163.18,102.04,6,0.44,776,0
269,39,2419.83,62.05,5,0.89,1675,0
275,8,3952.19,494.02,6,0.36,1313,1
200,24,2119.29,88.3,3,0.51,283,1
297,22,1112.82,50.58,9,0.42,142,1
294,35,3616.11,103.32,4,0.38,1135,1
293,2,2298.61,1149.3,4,0.62,76,1
38,29,759.12,26.18,1,0.3,1665,0
32,42,486.96,11.59,7,0.41,1664,0
160,12,4099.75,341.65,3,0.37,1585,1
21,14,2852.37,203.74,1,0.5,1094,0
6,20,3989.61,199.48,1,0.93,1737,0
48,38,1000.41,26.33,3,0.27,344,0
44,24,2804.49,116.85,1,0.63,1332,0
119,41,51.51,1.26,3,0.79,285,0
121,14,3522.59,251.61,2,0.46,149,1
299,47,2766.11,58.85,2,0.92,762,0
329,47,4213.32,89.65,8,0.69,344,0
62,16,3366.68,210.42,3,0.43,1329,0
139,14,4745.07,338.93,5,0.34,128,1
185,38,663.85,17.47,9,0.57,102,0
100,35,1386.61,39.62,3,0.9,701,0
121,35,1689.71,48.28,5,0.25,678,0
245,17,3323.29,195.49,1,0.38,31,1
155,32,3306.37,103.32,4,0.28,1295,1
257,24,4093.97,170.58,2,0.69,392,1
28,45,3444.53,76.55,8,0.43,872,0
176,35,1950.04,55.72,8,0.56,1764,0
114,32,480.76,15.02,5,0.95,361,0
106,38,2501.05,65.82,1,0.39,795,0
171,24,909.11,37.88,4,0.17,1813,1
110,12,958.52,79.88,6,0.34,1711,1
276,27,4970.94,184.11,5,0.98,1219,0
68,27,4453.1,164.93,4,0.61,1479,0
326,22,345.7,15.71,9,0.85,370,1
132,32,3956.69,123.65,2,0.54,1682,0
192,23,3477.78,151.21,3,0.2,1246,1
62,2,909.32,454.66,3,0.85,615,0
335,44,2864.7,65.11,6,0.82,993,1
235,38,1630.57,42.91,8,0.4,1718,1
281,49,364.03,7.43,3,0.13,204,1
326,31,247.07,7.97,1,0.73,473,1
363,43,795.67,18.5,4,0.79,1499,1
93,32,1272.35,39.76,0,0.46,419,0
120,49,2430.32,49.6,8,0.21,972,0
89,10,964.71,96.47,0,0.32,1485,1
183,14,610.54,43.61,6,0.17,424,1
327,25,4915.37,196.61,4,0.21,1718,1
269,12,3304.51,275.38,0,0.98,1222,1
207,28,4224.24,150.87,6,0.67,178,1
173,19,3589.82,188.94,9,0.11,582,1
266,17,3890.67,228.86,9,0.84,228,1
171,18,2987.36,165.96,5,0.1,1396,1
324,34,2453.14,72.15,2,0.87,1621,1
204,8,4121.16,515.14,1,0.85,656,0
243,2,4883.15,2441.57,9,0.64,1333,1
248,44,345.19,7.85,4,0.65,596,1
271,25,3843.75,153.75,0,0.81,1602,1
174,40,982.71,24.57,3,0.32,162,1
141,3,1188.09,396.03,1,0.85,1817,0
152,12,192.44,16.04,2,0.2,906,1
342,22,4188.62,190.39,7,0.66,1724,1
40,26,4962.33,190.86,0,0.39,1519,0
257,44,758.06,17.23,9,0.6,1378,0
350,7,3033.39,433.34,0,0.02,1656,1
27,23,3023.02,131.44,8,0.55,1776,0
225,8,1028.71,128.59,2,0.31,1607,1
217,49,383.41,7.82,0,0.11,433,0
122,33,3456.61,104.75,7,0.16,979,1
35,37,4880.08,131.89,2,0.05,1279,0
247,31,545.4,17.59,0,0.59,370,1
191,47,1186.9,25.25,3,0.14,139,0
274,48,3389.73,70.62,8,0.3,1564,1
33,43,2922.69,67.97,0,0.16,1279,0
341,11,4974.09,452.19,0,0.84,1060,1
229,42,1553.33,36.98,0,0.74,848,0
162,13,1285.7,98.9,4,0.92,864,0
167,17,1509.36,88.79,8,0.06,1427,1
347,1,2159.63,2159.63,3,0.71,1068,1
202,41,1523.15,37.15,1,0.45,1463,0
212,45,2051.42,45.59,4,0.91,354,0
237,17,3503.6,206.09,4,0.23,78,1
114,39,121.3,3.11,4,0.51,1128,0
92,42,3074.84,73.21,7,0.73,193,0
274,29,2113.34,72.87,5,0.99,1168,0
117,23,2604.5,113.24,3,0.39,732,1
13,32,3952.85,123.53,6,0.33,103,0
176,1,3129.92,3129.92,3,0.98,1608,1
4,23,3544.59,154.11,6,0.91,1433,0
207,45,4993.18,110.96,4,0.43,1708,1
235,17,4099.15,241.13,6,0.13,699,1
337,35,4614.27,131.84,8,0.06,1619,1
221,2,1841.01,920.5,2,0.08,803,1
129,34,2050.2,60.3,7,0.41,1187,1
234,17,197.16,11.6,4,0.91,1377,0
216,43,1577.11,36.68,9,0.95,612,0
270,36,2220.4,61.68,0,0.83,499,1
336,48,360.75,7.52,9,0.32,1194,1
36,5,2973.52,594.7,7,0.76,37,0
262,38,1381.49,36.35,2,0.02,557,1
293,15,1797.38,119.83,5,0.68,1113,1
120,28,1463.6,52.27,6,0.07,519,1
147,12,4173.89,347.82,1,0.04,514,1
151,9,2843.72,315.97,5,0.37,486,1
136,41,3113.71,75.94,2,0.13,1607,0
320,36,3256.41,90.46,8,0.72,1601,1
119,26,4147.7,159.53,5,0.13,1052,0
160,25,451.63,18.07,5,0.08,81,1
213,26,2516.03,96.77,6,0.8,1653,1
92,26,633.61,24.37,4,0.73,581,0
255,39,2261.64,57.99,7,0.95,945,1
191,33,589.17,17.85,8,0.62,1005,1
62,44,3145.4,71.49,2,0.27,1018,0
68,38,1152.51,30.33,7,0.16,1423,0
10,12,228.04,19.0,1,0.01,1273,0
212,13,1552.77,119.44,3,0.87,731,1
292,25,2365.22,94.61,3,0.18,691,1
361,16,4802.04,300.13,8,0.74,1387,1
241,33,1721.01,52.15,4,0.78,1769,1
353,12,4751.91,395.99,4,0.7,876,1
360,22,925.18,42.05,3,0.36,1518,1
224,37,3978.37,107.52,2,0.3,1498,1
137,26,834.65,32.1,0,0.6,1784,0
323,23,1788.39,77.76,5,0.23,1694,1
231,48,3650.62,76.05,9,0.53,806,1
297,30,3080.59,102.69,2,0.63,110,1
83,38,4692.37,123.48,6,0.51,933,0
347,27,2030.75,75.21,0,0.74,689,1
157,32,2172.55,67.89,8,0.73,1672,0
318,42,1086.53,25.87,2,0.91,924,0
137,10,775.61,77.56,7,0.23,341,1
328,29,3528.65,121.68,3,0.4,940,1
245,17,4219.57,248.21,3,0.1,1718,1
84,49,3116.76,63.61,9,0.12,363,0
55,23,652.71,28.38,7,0.08,1221,0
58,30,1248.89,41.63,4,0.25,692,0
137,2,1420.97,710.48,1,0.98,655,0
17,25,3440.03,137.6,4,0.85,1269,0
200,21,4164.86,198.33,4,0.47,53,1
240,4,3735.49,933.87,1,0.73,1652,1
271,1,2871.22,2871.22,7,0.76,740,1
340,21,2417.81,115.13,8,0.27,1767,1
292,42,3627.81,86.38,9,0.47,1637,1
362,17,1633.46,96.09,2,0.43,1541,1
220,42,2750.93,65.5,7,0.32,97,1
311,29,4901.74,169.03,6,0.62,1539,1
282,30,922.84,30.76,4,0.69,1218,1
303,18,3295.72,183.1,3,0.21,490,1
150,38,1109.03,29.18,0,0.72,1663,0
189,16,142.05,8.88,9,0.52,1063,1
333,34,3947.71,116.11,2,0.57,1184,1
165,49,104.63,2.14,1,0.93,616,0
221,29,978.2,33.73,4,0.39,1755,1
234,16,3385.97,211.62,3,0.91,839,1
68,23,3543.72,154.07,5,0.58,1720,0
9,42,4414.79,105.11,6,0.86,1002,0
254,26,1648.95,63.42,3,0.8,760,0
290,40,4745.62,118.64,1,0.29,1178,1
213,44,2465.74,56.04,5,0.24,515,0
240,16,759.86,47.49,1,0.51,1346,1
25,7,123.89,17.7,8,0.94,1682,0
